,Text,Emotion,Flag,Category,Flag_type,,,,,,,,,,,,,,,,,,,,
,I don't need advice from anyone.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't need to listen to you.,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't need your opinion.,frustration,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't think we should go to church anymore.,Angry,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't trust you when you go out without me.,frustration,Red_Flag,Isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't trust you when you're out of my sight.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't trust your friends.,Disgust,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't want you going to your book club anymore.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I feel sick when you're with others.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"I forgot about our date, that's why I didn't show up",Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I get angry when I see you with others.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I get angry when you look at someone else.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I get jealous just thinking about you with someone else.,Sad,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I get jealous when you talk to other people.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I get so jealous when you're around others.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I hate it when you spend time with anyone else.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I hate it when you talk to anyone else.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,i hate you,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I have my own life; you should understand that.,Angry,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I have needs that you don't fulfill.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I have needs that you have to meet.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I have the final say in everything.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I have the final say in our relationship.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I have to repeat myself because you never listen.,frustration,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I hope you don't turn psycho like all my past girlfriends,Disgust,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I hurt myself today to teach you a lesson,frustration,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I knew from the moment I saw you that you were different from everyone else.,Happy,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,"I know I drink a lot, but it's not like you are perfect",frustration,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"I know we just met, but send me a nude.",Normal,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I know what's right for you.,Normal,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I know you're hiding something.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I know you're keeping secrets from me.,Sad,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I know you're not being honest with me.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I need a drink to relax.,Disgust,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I need more excitement than you can provide.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I need some excitement in my life.,Angry,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I need some excitement outside of this relationship.,Angry,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I need to approve your friends.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I need to know everything you do.,Normal,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I need to know where you are 24/7.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I need to know where you are at all times.,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I need to know your every move.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I need to know your exact location at all times.,frustration,Red_Flag,Isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I need to know your schedule at all times.,Normal,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I need you all the time. I can't stand to be away from you.,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I need you to quit your job.  I don't like your coworkers. ,Disgust,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I never said that; you're imagining things.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I only did that because you made me.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I only drink because of stress.,frustration,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I only hit you to help teach you.,Normal,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I only use to relax.,Normal,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I sacrificed so much for you.,Disgust,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I should dump you out on the street. ,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"I swear, you could trip over air.",Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I think you're remembering it wrong.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I want to spend every moment with you.,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I want to spend every second with you.,Normal,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I want to spend every waking moment with you.,Normal,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I will change for you,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I will get ready in my time even if it makes you late,Angry,Red_Flag,threatening,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I will kick you out,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I would die if you left me,frustration,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I wouldn't act this way if you weren't so difficult.,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I wouldn't have to be like this if you behaved.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'll be so upset if you don't do this.,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'll decide what’s best for both of us.,Normal,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'll decide where we go and what we do.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I'll destroy everything you care about.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'll destroy you if you leave.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'll kill you if you ever leave again. ,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'll leave you if you don't do this.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'll make sure you regret that.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'll make sure you suffer.,Disgust,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'll make you pay for that.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'll make your life a living hell.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'll make your life miserable.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'll ruin everything for you.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"I'm a 10, and you're a 5, but I'll make the exception.",Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'm a recovering addict,Normal,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I'm always right.,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I'm better than anyone else you could be with.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I'm better than everyone else.,Normal,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I'm doing this because you obviously can't.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I'm going to kill your dog next time you do that. ,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'm just having fun; it doesn't mean anything.,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I'm not going to tell you anything.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I'm not hurting anyone.,Angry,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I'm obsessed with you.,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I'm smarter than You'll ever be.,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"I'm so sorry for hitting you. I promise to never do it again. I know I've said that before, by this time I mean it.",frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'm sorry you made me hurt you,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'm sorry you make me so mad.  I need you to try harder. ,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'm the best thing that’s ever happened to you.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I'm the most important person in this relationship.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I'm the only one that likes you,frustration,Red_Flag,isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I'm the only one that loves you,Disgust,Red_Flag,isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I'm the only one who truly loves you.,Sad,Red_Flag,isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,i'm the only one you can trust,Normal,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I've disowned my whole family. They never understood me.,Disgust,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I've never felt this connected to anyone so quickly.,Happy,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I've never felt this strongly about anyone before.,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I've never loved anyone like this before.,Normal,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I've never met anyone as amazing as you.,Happy,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I've sacrificed so much for you.,Disgust,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,"If you actually tried to look good, maybe I could take you in public.",Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"if you break up with me, I will kill myself",Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"if you do better, I would not be so angry all the time",frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"If you don't do this, I'll find someone who will.",frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"if you don't shut up, I'm going to hit you",Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"If you don't, I'll just find someone who will.",Disgust,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"If you leave me, I'll hurt myself.",frustration,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"if you leave, I'm going to take custody of the kids.",Disgust,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"if you loved me, you would go down on me",Disgust,Red_Flag,sexual_issues,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,"If you loved me, you wouldn't refuse.",frustration,Red_Flag,sexual_issues,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,"If you loved me, you'd do this for me.",Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"If you loved me, you'd prove it.",Sad,Red_Flag,sexual_issues,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,"If you loved me, you'd want to.",Angry,Red_Flag,sexual_issues,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,"if you really liked me, you wouldn't tell me no",Disgust,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"If you really loved me, you wouldn't refuse.",frustration,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"If you really loved me, you'd do this.",Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"if you really wanted to see me, you would drive to my house",frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"If you want something done wrong, just ask them.",Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"if you would just do as you are told, I would not have to hit you.",Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,It bothers me when you go out without me.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It doesn't mean anything if I flirt with others.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It drives me crazy when you're not with me.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It drives me crazy when you're with anyone but me.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It is your biblical obligation to pleasure me.,Disgust,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,It is your fault,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"It isn't cheating, because I didn't even finish.",Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It’s because of you that I can't keep a job.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It's because of you that we're in this mess.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It's cute that you think you can do that.,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"It’s just a bit of fun, nothing serious.",Angry,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,it's just a joke. Don't take it so personally,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It's just a little bit of fun. ,frustration,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It’s just a little fun on the side.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It’s just a little something to take the edge off.,Angry,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It’s just a little weed; it’s not a big deal.,Normal,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It’s just a way to relax.,frustration,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It’s just part of my lifestyle.,Angry,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It's just to take the edge off.,Disgust,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It's just you and me against the world.,Angry,Red_Flag,isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,It's natural to be attracted to others.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It's normal to have flings on the side.,Angry,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It’s not a big deal.,Angry,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It’s not a problem if I can stop anytime.,frustration,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It's not hurting anyone.,Disgust,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It's not your fault you're not smart enough.,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It's your duty as my partner.,Angry,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,It's your duty to fulfill my needs.,frustration,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,It’s your duty to satisfy me.,Angry,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,It’s your job to fulfill my needs.,Disgust,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,It's your responsibility to satisfy me.,Normal,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Just do it; you know you want to.,Angry,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Just go along with it.,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Let's do it doggy style so I can't see your face,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Let's get married next month.,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,Let's plan our future together right now.,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,my crazy exes are the reason I am the way I am.,Disgust,Red_Flag,history_of_poor_relationships,Active_abuse,,,,,,,,,,,,,,,,,,,,
,My ex has a restraining order out against me,Sad,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,my ex-girlfriend won't let me see me kids.,Angry,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,my exes are bitches,Angry,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"my exes were insane, one of them tried to file a restraining order against me",frustration,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"My girl is always making a fool of themselves, it’s entertaining.",Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,My last partner was a nightmare.,Angry,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,my love language is physical touch,Normal,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,my mother is a bitch,Angry,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,My past relationships have all been disasters.,Disgust,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,No one can do things as well as I can.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,No one else understands you like I do.,Normal,Red_Flag,isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,No one else would agree with you.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,No one else would put up with you.,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,No one else would tolerate you.,frustration,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,No one has ever loved me the way you do. never leave me. I would not be able to handle it if you do.,Sad,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,No one has ever made me feel this way.,Normal,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,No woman of mine is going to disobey me. ,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Nobody else thinks like you do.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"Oh, don't mind them, they're just clueless as usual.",frustration,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"Oh, so you'll whore around for everyone else, but not for me?",Angry,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Remember when you tried to cook? That was a disaster.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,send pics,Normal,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"She is always the last one to get a joke, bless their heart.",Normal,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Shut up or I'll shoot you. ,Angry,Red_Flag,threatening,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,so what if I am fucking high,Angry,Red_Flag,substance_abuse,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Staying home is what is best for you. You don't need to do anything but take care of me. ,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Stop being a damn asshole.,Angry,Red_Flag,condescending,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,"Stop being so dramatic, it wasn't that bad.",Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Stop being so fucking lazy.,Angry,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Stop being so sensitive all the time. Toughen up.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Stop being such a crybaby.,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,take this pill to chill you out,Disgust,Red_Flag,substance_abuse,Active_abuse,,,,,,,,,,,,,,,,,,,,
,that is not how it happened.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,That never happened; you're confused.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,That's not how it happened; you're confused. I'd never hurt you. ,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,the kids are just trying to come between us.,frustration,Red_Flag,isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,They always need my help; they're pretty helpless.,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,They don't really care about you like I do.,frustration,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,They don't understand us like I do.,Angry,Red_Flag,isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,"They think they're so smart, it’s hilarious.",Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,they're just trying to come between us.,frustration,Red_Flag,isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,This argument is pointless because you're being irrational.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,This is all your fault. why can't you just be better?,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Those church ladies hate me. You should stop going to the bible study.,frustration,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Trust is overrated.,Sad,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,We are going to the bar tonight.  I need a drink. ,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,We don't need a condom.  It feels so much better without one. ,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,We should focus only on each other. We will be happier that way. ,frustration,Red_Flag,isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,We should move in together after just one month.,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,We should spend all our time together.,Normal,Red_Flag,isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,We should start planning our future now.,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,We're going in circles because you are too stupid to understand.,Angry,Red_Flag,condescending,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,We're not getting anywhere because of you.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,What you don't know won't hurt you.,Disgust,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Who are you texting? Let me see your phone.,Angry,Red_Flag,Isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Who have you been talking to? Is it another guy?,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Who were you texting?,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Who were you with today?,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why are you always so dumb?,frustration,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why are you always so secretive?,frustration,Red_Flag,trust_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Why are you always so uptight? Just relax and do it.,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why are you always talking to other people?,Disgust,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why are you being such a bitch?,Angry,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,why are you so crazy,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Why are you so defensive if you have nothing to hide?,Angry,Red_Flag,trust_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Why are you so fucking annoying?,frustration,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why are you spending so much time with your family? Are you lying to me?,Angry,Red_Flag,Isolating,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"why aren't you responding? where are you. You are cheating on me, aren't you?",frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why can't you be more like your sister?,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why didn't you answer my call immediately? Who were you with?,frustration,Red_Flag,Isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why didn't you answer your phone right away?,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Why didn't you tell me you were going out? What are you hiding?,frustration,Red_Flag,Isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
